Pay Grade/Step,Annual Salary,Class #,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
SR1200,"56,752.47",07245,Admin Svcs Officer 4,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,6/20/07,Y
SR0703,"35,377.54",10123,Office Support Spec 1,Law,Full Time,006,Administrative Support,F,02,Black,1948,6/28/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,7/1/07,N
PS0406,"53,675.54",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,7/1/07,N
PS0406,"55,285.81",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,7/1/07,N
PS0603,"63,276.42",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1970,7/1/07,N
PS0405,"52,142.33",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,7/1/07,N
PS0603,"63,276.42",07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1974,7/1/07,N
PS0604,"65,253.78",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1978,7/1/07,N
MAC02A,"25,861.78",10216,Custodian,Metro Action Commission,Full Time,008,Service Maintenance,F,02,Black,1963,7/2/07,N
JS0200,"51,499.82",07790,Judicial Asst 1,General Sessions Court,Full Time,004,Protective Service Workers,M,02,Black,1988,7/5/07,N
SR0900,"48,323.05",03237,Nutritionist 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1959,6/30/07,Y
SR1200,"56,752.47",06639,Vehicle Inspection Dir,Health,Full Time,001,Officials and Administrators,M,02,Black,1968,6/30/07,Y
NS,"204,598.04",01080,Chief Medical Dir,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1959,7/9/07,Y
HD0300,"51,297.80",10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,7/12/07,N
PS0401,"48,770.05",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,02,Black,1991,1/12/15,N
NS,"44,856.00",10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1984,7/16/07,N
SR0903,"43,538.64",10103,Application Tech 3,Human Resources,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1952,7/23/07,N
SR1100,"54,653.85",07769,Info Sys Comm Analyst 2,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,7/16/07,Y
SR1200,"59,277.60",05495,Probation Officer 3,Juvenile Court,Full Time,002,Professionals,F,02,Black,1978,7/16/07,Y
SR1005,"51,096.52",06123,Historic Preservationist 1,Historical Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,7/23/07,Y
SR1200,"56,752.47",03072,Medical Admin Asst 1,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1970,7/14/07,Y
SR1007,"54,101.74",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,02,Black,1963,7/23/07,N
SR0801,"36,853.92",10745,WO Orders of Prot/Dis Op-DCSO,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1984,7/30/07,N
CO0106,"38,695.31",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1956,7/30/07,N
PS0404,"50,609.12",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,3/1/11,N
SR0804,"40,538.87",07143,Sheriff Case Worker 1,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1984,7/30/07,N
CO0106,"38,695.31",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1971,7/30/07,N
CO0303,"43,538.64",06690,Correctional Officer Sergeant,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,7/30/07,N
SR0804,"40,538.87",07143,Sheriff Case Worker 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1982,7/30/07,N
CO0204,"40,538.87",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1969,7/30/07,N
SR1300,"77,086.99",06210,Training Coord,Human Resources,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,7/30/07,Y
MAC01A,"24,766.97",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,03,Hispanic,1964,7/30/07,N
SR0804,"40,538.87",07143,Sheriff Case Worker 1,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1981,1/1/08,N
SR0400,"26,292.18",10343,Custodian 1 - Health,Health,Full Time,008,Service Maintenance,F,02,Black,1963,8/1/07,N
NS,"9,620.00",09020,Seasonal/Part-time/Temporary,State Trial Courts,Part Time,008,Service Maintenance,F,02,Black,1942,8/30/15,N
NS,"35,726.48",06506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Full Time,006,Administrative Support,F,02,Black,1949,8/3/07,N
TG1102,"41,176.66",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1988,8/13/07,N
SR1300,"66,000.00",07242,Admin Svcs Mgr,Sheriff,Full Time,002,Professionals,M,02,Black,1981,6/16/08,Y
NS,"66,636.00",00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,8/1/07,Y
SR0705,"37,589.38",07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1961,8/1/07,N
SR0500,"31,876.93",06485,Outreach Worker,Health,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1978,6/1/10,N
PS0301,"44,032.28",06872,Police Officer 1,Police,Full Time,004,Protective Service Workers,M,02,Black,1985,10/28/13,N
NS,"3,990.00",09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1963,8/15/07,N
NS,"2,400.00",09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1936,8/15/07,N
ET0403,"48,091.29",10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1980,8/13/07,N
SR0900,"50,058.49",07785,Info Systems App Tech 2,General Services,Full Time,003,Technicians,M,02,Black,1961,8/13/07,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1940,8/16/07,N
NS,"30,834.00",06554,Deputy-Tax Accounting,Trustee,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1938,8/22/07,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1969,8/21/07,N
CO0204,"40,538.87",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1984,6/1/12,N
TG1103,"42,799.61",06184,Indust Mechanic 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1982,8/25/07,N
SR1005,"51,096.52",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1961,8/25/07,N
MAC05A,"30,273.48",10210,Bus Driver,Metro Action Commission,Full Time,008,Service Maintenance,F,02,Black,1979,8/27/07,N
PS0405,"53,706.60",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,9/4/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,9/4/07,N
PS0603,"63,276.42",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1979,9/4/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,9/4/07,N
SR1200,"63,179.27",07245,Admin Svcs Officer 4,General Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,9/3/07,Y
SR0804,"40,538.87",07336,Naturalist 3,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1969,9/1/07,N
PS0301,"44,032.28",06872,Police Officer 1,Police,Full Time,004,Protective Service Workers,M,02,Black,1983,7/16/15,N
SP0101,"9,259.61",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1945,10/28/15,N
SR0402,"24,481.13",02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1975,1/19/15,N
SR1200,"54,548.70",07757,Technical Specialist 2,General Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1955,9/10/07,Y
SR1300,"78,500.00",07242,Admin Svcs Mgr,Assessor of Property,Full Time,001,Officials and Administrators,M,02,Black,1974,9/10/07,Y
NS,"1,040.00",09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1990,2/19/16,N
NS,"30,000.00",06506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Full Time,006,Administrative Support,F,02,Black,1981,10/26/15,N
SR0502,"27,480.89",07767,Circulation Asst 2,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1957,9/10/07,N
SR0900,"52,769.12",06673,Claims Rep 2,Law,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,9/17/07,Y
DP0200,"142,119.93",10530,Metropolitan Auditor,Internal Audit,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1960,9/18/07,Y
SR0800,"39,620.75",06631,Food Inspector 1,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1971,9/8/07,N
HD0300,"42,897.16",10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,9/13/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,9/16/07,N
PS0405,"52,142.33",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1981,9/16/07,N
SR0803,"39,310.55",10745,WO Orders of Prot/Dis Op-DCSO,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1976,9/16/07,N
DP0300,"144,906.59",07113,Chief Info Officer,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1966,1/5/09,Y
NS,"31,522.76",06788,Deputy Clerk 2,County Clerk,Full Time,006,Administrative Support,F,99,Unknown,1950,9/17/07,N
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1979,2/27/12,N
PS0405,"52,142.33",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,2/19/08,N
SR1200,"59,011.00",04702,Plans Examiner 2,Codes Administration,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1945,10/1/07,Y
TL1103,"47,135.22",07802,Treatment Plant Tech 3,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1987,9/24/07,N
SR0603,"31,737.38",10613,Security Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1972,10/8/07,N
SR1500,"98,700.00",07762,Special Projects Mgr,Parks,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1962,9/21/07,Y
SR0504,"29,253.43",07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1970,9/24/07,N
PS0405,"53,706.60",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,4/27/09,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,10/1/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,10/1/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,10/1/07,N
PS0603,"63,276.42",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1973,10/1/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,10/1/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/1/07,N
PS0504,"59,255.69",07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/1/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,10/1/07,N
PS0405,"52,142.33",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,05,American Indian/Alaskan Native,1983,10/1/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/1/07,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/1/07,N
PS0405,"52,142.33",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,10/1/07,N
MM,"180,000.00",03035,Mayor,Mayor's Office,Elected,000,Elected Officials,F,01,White (Not of Hispanic Origin),1963,9/21/07,Y
,"95,000.00",10814,Dir Off of Neighborhoods-Mayor,Mayor's Office,Full Time,001,Officials and Administrators,M,02,Black,1979,11/12/15,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1968,10/1/07,N
SR1005,"51,096.52",06123,Historic Preservationist 1,Historical Commission,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,10/8/07,Y
NS,"39,577.10",07955,Career Coach-NCAC,NCAC,Full Time,002,Professionals,F,02,Black,1971,10/16/07,N
TG0504,"32,899.59",04160,Sanitation Worker,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1951,10/8/07,N
SR1200,"59,567.18",07757,Technical Specialist 2,General Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1958,10/8/07,Y
SR0800,"40,139.87",02867,Law Clerk,Law,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,10/8/07,N
SR1200,"68,250.00",07783,Info Systems App Analyst 3,Assessor of Property,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1978,10/8/07,Y
MAC02A,"25,852.63",10216,Custodian,Metro Action Commission,Full Time,008,Service Maintenance,M,02,Black,1953,10/8/07,N
SR1300,"70,059.17",10715,Crime Lab Business Mgr,Police,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1978,10/15/07,Y
SR0800,"39,686.69",02730,Human Resources Analyst 1,Human Resources,Full Time,002,Professionals,M,02,Black,1971,4/14/14,N
ET0402,"46,588.67",10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1983,10/15/07,N
SR0605,"33,721.93",04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,02,Black,1975,10/15/07,N
SR0804,"40,538.87",07364,Police Operations Coord 2,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1982,10/8/07,N
TG063M,"34,388.06",10166,Water Maint Tech 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1966,10/20/07,N
SR1200,"54,548.70",10466,Water Quality Analyst 3,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,10/20/07,Y
SR1300,"73,206.78",07346,Human Resources Admin,Water Services,Full Time,001,Officials and Administrators,M,02,Black,1966,10/20/07,Y
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1968,10/22/07,N
SR0602,"30,745.11",10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,F,02,Black,1981,11/1/07,N
TS0702,"46,323.74",06077,Greenskeeper 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1984,7/8/13,N
HD0300,"35,422.41",10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1974,10/29/07,N
SR0404,"26,061.33",02900,Circulation Asst 1,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1960,10/22/07,N
NS,"51,528.00",10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1958,11/1/07,N
NS,"43,284.00",10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,F,02,Black,1963,3/1/15,N
NS,"29,323.46",06788,Deputy Clerk 2,County Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1983,7/21/14,N
TG0302,"25,851.34",07280,Custodian 1,Parks,Full Time,008,Service Maintenance,M,04,Asian or Pacific Islander,1961,10/27/14,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1982,11/1/07,N
CO0204,"40,538.87",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1978,6/16/08,N
CO0101,"33,165.69",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1985,3/1/16,Y
SR1300,"71,022.69",10552,Sr Internal Auditor,Internal Audit,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1955,11/5/07,Y
SR1200,"57,591.17",06874,Human Resources Analyst 3,Water Services,Full Time,002,Professionals,F,02,Black,1978,11/5/07,Y
PS0405,"52,142.33",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,11/1/07,N
TL1102,"45,396.34",07802,Treatment Plant Tech 3,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1978,11/3/07,N
SR1300,"66,684.90",04855,Library Mgr 3,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,11/5/07,Y
SR0905,"46,259.74",06910,Mech/Gas Inspector 1,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1962,11/12/07,N
SR1200,"55,639.00",06912,Mech/Gas Inspection Chief,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1971,11/12/07,Y
